2.064698419646908434e+01,1.893580440544104349e+01
2.238338117829364293e+01,1.816978564580066546e+01
2.005949339707062151e+01,2.079338698905635852e+01
2.120606833550627357e+01,1.972091445985327596e+01
2.117009497743099899e+01,1.830746741645446818e+01
2.101031699594042124e+01,1.854643464120153595e+01
2.034367528980803286e+01,1.931783489311156998e+01
1.968387905915135150e+01,2.151732930992858428e+01
2.110917766445697552e+01,1.935942149026271508e+01
2.025120133457120986e+01,1.984391321428637056e+01
2.144364005793024575e+01,1.850741760247104395e+01
2.088641164433263953e+01,2.097069659815513276e+01
2.092020228013048566e+01,1.849647168475764758e+01
2.126355040407739239e+01,2.084308714490367365e+01
2.015461606086156721e+01,1.992173477452348251e+01
2.094130564701962527e+01,1.835007017048293676e+01
2.256817633159511161e+01,1.886801208051357293e+01
2.067961081192184025e+01,1.886387903012771972e+01
1.898365627834441938e+01,2.071755406194882454e+01
2.036312168208416296e+01,2.028554982595682432e+01
2.044684914092292871e+01,2.156274400497612120e+01
1.926017292458379870e+01,2.147982688660689021e+01
2.158492860548716763e+01,1.810901082951943408e+01
2.160360259660944493e+01,1.817490493096396165e+01
1.951041756374811342e+01,2.188187847139365516e+01
2.110083445235315125e+01,2.070029550183257072e+01
2.225545730997322735e+01,1.867243959468421011e+01
2.279728889526919389e+01,1.892093854803134434e+01
2.019192365802356548e+01,2.028612109522014961e+01
2.168594916630871339e+01,1.837109508494629750e+01
2.150419158607477144e+01,1.979229909614678107e+01
2.018036469296306024e+01,2.034412602943391590e+01
2.133588734643956997e+01,2.016932121286783541e+01
2.115516890425849184e+01,1.981250960470948996e+01
2.071168421227849521e+01,1.895010418523617446e+01
1.927175637445594703e+01,2.151107501489400420e+01
2.121800259157387814e+01,1.916202656747228161e+01
2.026507358039527062e+01,2.179175613197538297e+01
2.121872483323501157e+01,2.100243850144663682e+01
2.047066173500299158e+01,2.185665658438111336e+01
1.985446090505573125e+01,2.155799644612538657e+01
2.052691740696998224e+01,2.182433928156853753e+01
2.242090113587493150e+01,1.863551190666862567e+01
2.067734749158000085e+01,2.127748283995750000e+01
2.013167625424698315e+01,2.150463412616154102e+01
2.102482857862799293e+01,2.133908292813172736e+01
2.116006353030652321e+01,1.826124078120932737e+01
2.119035542260142790e+01,1.872847505104537902e+01
1.961817929594069909e+01,2.173803184237966590e+01
2.109738308240307347e+01,1.838009937030946617e+01
2.027053107351158090e+01,1.967557880536844195e+01
1.869561767997776869e+01,2.129727092778958664e+01
2.136611750347715244e+01,1.864467700509720061e+01
2.057329218343247845e+01,2.146404827726736286e+01
2.267514931811299306e+01,1.903605553240884873e+01
2.227206335603766973e+01,1.865452883854189636e+01
1.997958806253999953e+01,2.155931562029388715e+01
1.994110913390675677e+01,2.168403045102595428e+01
2.049030051026182520e+01,1.943661849909136308e+01
2.136114309398490363e+01,2.012138588436713604e+01
2.111348294160503514e+01,1.852462445477487307e+01
2.088946584240906290e+01,2.101312990819445403e+01
2.097794623477996723e+01,1.935557617615741322e+01
2.020359056715893686e+01,1.976053410638337837e+01
2.031964658478737462e+01,1.976836644040226076e+01
2.122756450196013489e+01,2.031343908967977185e+01
2.134490474734636578e+01,2.009430681402766794e+01
2.178063740910339163e+01,1.845995656576599586e+01
2.093273080911754747e+01,2.123036382487818585e+01
2.017211248554109559e+01,1.942777460935532829e+01
1.988425700105780791e+01,2.166715865043016365e+01
1.893405388652876198e+01,2.148334649105521521e+01
2.117696203137777289e+01,1.809161760628355253e+01
2.044243789599423522e+01,1.930037364571504455e+01
1.902543510149322614e+01,2.139848277300838220e+01
2.223604971556262555e+01,1.910739291002641238e+01
2.030789023948594973e+01,2.175256416974137608e+01
2.039279877392803542e+01,2.178375728572263270e+01
2.066409901471042687e+01,2.139860425569668223e+01
