2.256614010370960699e+01,-2.021062393418889513e+01
2.376939104704484151e+01,-2.204364880099660695e+01
4.961656515850341620e+00,-4.887802972437420124e+00
3.159269905922595356e+01,-3.157138741055401354e+01
1.023018207333697482e+01,-9.367985041015113978e+00
7.088271311406117547e+00,-3.994771897450497544e+00
2.735030759095149122e+01,-2.621042902982244627e+01
6.668700252123518801e+00,-3.471864802932171479e+00
1.982725191705518242e+01,-2.178843391847551914e+01
3.204698748740180037e+01,-3.271513157294079122e+01
6.349757212813686102e+00,-6.552534482962137474e+00
1.998120397977714546e+01,-1.775677003786860197e+01
2.013076991699972496e+01,-2.205207283991537537e+01
2.029322280556080216e+01,-1.730975272229436257e+01
2.324330691314143138e+01,-2.242858685295375665e+01
3.013646805661894490e+01,-2.949125247066888988e+01
9.973467789159982999e+00,-9.054815473653048841e+00
2.208534121586194132e+01,-2.069419525427765905e+01
2.065566799303147505e+01,-1.709465812452323519e+01
1.013099387201426538e+01,-7.524987703976421471e+00
1.165306105219327648e+01,-1.006107417127707393e+01
1.005549788070976014e+01,-9.161737665481227921e+00
1.008935094180048253e+01,-8.954589344691999742e+00
2.430500634574095642e+01,-2.266843529954295988e+01
2.201961904857080299e+01,-1.999526403384847129e+01
6.287983242984614307e+00,-6.548623382026941719e+00
7.446736289217951388e+00,-7.941862488748690829e+00
3.209374112800087175e+01,-3.221180965499195281e+01
2.199863588777154177e+01,-2.007168439280151162e+01
2.264641863809093891e+01,-1.991516152707254861e+01
1.981158912176955766e+01,-2.159849304675648796e+01
3.110350293339891792e+01,-2.978858847981487301e+01
5.683677077067373240e+00,-5.631380846152936215e+00
2.211877066932392566e+01,-2.039070749892029255e+01
1.092915032700357436e+01,-8.870495953252850896e+00
2.027964501215578963e+01,-2.253624345699350329e+01
8.961641488346909767e+00,-6.463361542468909704e+00
8.639376758325704841e+00,-5.711912915634306032e+00
2.278186059970989064e+01,-2.110148110350703732e+01
8.000379231891109555e+00,-6.044817391008404428e+00
2.274967170389165005e+01,-2.040041308181048052e+01
2.191113352685011861e+01,-1.998902594669017674e+01
2.344964750103536844e+01,-2.157524170732648727e+01
1.991560703512984531e+01,-2.185980272997577956e+01
1.030784610666611023e+01,-8.040916422436552580e+00
5.632197296762694982e+00,-5.858716388603803615e+00
1.990135176572652753e+01,-2.199812893253739432e+01
1.049774131265535715e+01,-8.142330663466523788e+00
2.035569829875181469e+01,-2.231617837781333691e+01
1.176924789382566416e+01,-1.067248931079944718e+01
7.094044514154368208e+00,-7.301352601463827696e+00
5.817278184424879761e+00,-5.680817394498222761e+00
1.995545573309111020e+01,-2.173371501697452857e+01
1.968505584862393576e+01,-2.139703240553404129e+01
6.204228056900571886e+00,-5.960079950727185327e+00
2.837035262912792888e+01,-2.667530158869717383e+01
3.062979074189582818e+01,-3.065398634828674673e+01
2.003188471840642748e+01,-2.211983093006126211e+01
2.018595594027870632e+01,-2.229877166642605246e+01
1.995144540966228774e+01,-2.185295515686065571e+01
1.948815988792261678e+01,-2.107281029121044824e+01
2.086412951580912889e+01,-1.830742543896038654e+01
1.968790920946810630e+01,-1.663816316355594438e+01
6.123133686525579655e+00,-5.871795482819868184e+00
5.673602060384819623e+00,-5.438275177790989012e+00
5.815506788057185794e+00,-5.616307471559006004e+00
1.119182172437810152e+01,-9.943725553439985987e+00
5.601622736718659290e+00,-4.986408110132272142e+00
1.979434615422463040e+01,-2.152151806822985947e+01
2.132274155307765895e+01,-1.808824427125063750e+01
2.010657528065947375e+01,-2.226623472956716654e+01
2.039763136246640585e+01,-2.249638267909866585e+01
3.114258078566804500e+01,-3.085545662046622084e+01
3.082910550362133506e+01,-3.059588937235783135e+01
6.115282197772585526e+00,-6.436193105461232911e+00
2.066482095599197777e+01,-2.286449176413973561e+01
5.298978674870149064e+00,-5.027139575296278196e+00
9.521082894020238996e+00,-6.734930106863827426e+00
2.939132985818337929e+01,-2.894361293237309951e+01
2.825064037026133335e+01,-2.631171137120304948e+01
2.076800805207952649e+01,-2.298202500534475945e+01
1.035319004246058050e+01,-8.468678371999732946e+00
6.384920475634303649e+00,-6.084147262559593372e+00
1.992986803319593392e+01,-2.190475274250162485e+01
1.992052183861827785e+01,-2.189117910133161260e+01
3.153069633393812055e+01,-3.143271318046722484e+01
5.694134904852227841e+00,-6.257120414602849401e+00
9.229344866596516539e+00,-7.208472026427849677e+00
6.475029516870629998e+00,-6.733077418712680284e+00
2.033130594392952872e+01,-2.233900763782967047e+01
7.562025508750406466e+00,-5.127337354846457806e+00
2.884095268085552277e+01,-2.788807813365258426e+01
5.173180799510263661e+00,-4.983743827256191139e+00
1.961864846259525663e+01,-2.170427149478843987e+01
6.374532635521258150e+00,-6.305985323045269375e+00
1.975573405560871620e+01,-2.181195411418590524e+01
1.092856319741822624e+01,-9.411751346790882877e+00
